orbit_id,split,auditor2_label_answerable,auditor2_failure_type,auditor2_notes
fever:877d6d6721b95c9ad2ef32c728a604ab:fragile_mixed,fever_fragile_mixed,,,
fever:7e1db4a650a7b6af58262f177d3186e5:missing,fever_missing_evidence,,,
hotpot:5a8da81e554299068b959d7e:stable,hotpot_stable_support,,,
hotpot:5a8fc3b155429933b8a20454:false_premise,hotpot_false_premise,,,
hotpot:5abc41315542993a06baf8bb:stable,hotpot_stable_support,,,
fever:c8332dc3860b9aee291ccaba1da72be8:stable,fever_stable_evidence,,,
hotpot:5aba72d75542994dbf019912:missing_hop,hotpot_missing_hop,,,
fever:f46173991afadb7336be97d4e3b37352:fragile_mixed,fever_fragile_mixed,,,
fever:8824627ac67df3c1385bbeba4d9b9900:fragile_mixed,fever_fragile_mixed,,,
fever:702df8de20befaa697b7f16b0bcf23af:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5a8fc3b155429933b8a20454:missing_hop,hotpot_missing_hop,,,
fever:83d6a70d4372aad244a0527fabb54494:missing,fever_missing_evidence,,,
fever:6447a89275cb5b43cfd7073a237a3a3c:stable,fever_stable_evidence,,,
fever:386d36c945bb011d1acb6a755d1914c9:conflict,fever_conflicting_evidence,,,
fever:65f29071cff978f1c74896b902a2d130:conflict,fever_conflicting_evidence,,,
hotpot:5abb254c5542992ccd8e7f29:distractor,hotpot_distractor,,,
hotpot:5a8ad2f3554299515336138d:false_premise,hotpot_false_premise,,,
fever:dd237b1c0799c3098721eb9f10c0b8a3:near_miss_dilution,fever_near_miss_dilution,,,
fever:4c48daa520d9990325a69b3b83c6bb03:near_miss_dilution,fever_near_miss_dilution,,,
fever:a6134b5a37cdc1ac84fb08cb5c75830c:conflict,fever_conflicting_evidence,,,
fever:193b6680613ec77bda65b17217b26bd4:fragile_mixed,fever_fragile_mixed,,,
fever:f6d156ccf0c13686b94dfeaaf9536405:stable,fever_stable_evidence,,,
hotpot:5ae09ce855429924de1b7113:missing_hop,hotpot_missing_hop,,,
fever:06fe5e3bbac735be1aa72c19f2405175:stable,fever_stable_evidence,,,
hotpot:5abadc355542996606241644:distractor,hotpot_distractor,,,
fever:9752ba2a38bb2b0e9002f90fbbbe1ee7:conflict,fever_conflicting_evidence,,,
hotpot:5a8eb51655429917b4a5bdb5:missing_hop,hotpot_missing_hop,,,
hotpot:5a8b1a925542997f31a41c6e:stable,hotpot_stable_support,,,
fever:b39d84bf9eda57cf0901e4cd83d150a7:distractor,fever_distractor_only,,,
hotpot:5a77aa8655429949eeb29f22:false_premise,hotpot_false_premise,,,
fever:b39d84bf9eda57cf0901e4cd83d150a7:conflict,fever_conflicting_evidence,,,
fever:a28bfe8eecf49a564888377f1079aa98:missing,fever_missing_evidence,,,
hotpot:5a80427c5542996402f6a49f:distractor,hotpot_distractor,,,
hotpot:5ab724b45542991d32223785:distractor,hotpot_distractor,,,
hotpot:5a799dfb5542994bb9457029:distractor,hotpot_distractor,,,
fever:016714803910e36a4d8f16b464dcb617:conflict,fever_conflicting_evidence,,,
fever:66b79a49ae82dd00f020bed681b8d327:fragile_mixed,fever_fragile_mixed,,,
fever:554756e51326df724ebbef50e3175916:fragile_mixed,fever_fragile_mixed,,,
fever:0b7a24a63582d89932b2b8295921ec7f:stable,fever_stable_evidence,,,
hotpot:5adec4695542992fa25da83a:distractor,hotpot_distractor,,,
fever:5df33ab60216181abbffcedb7e57221c:distractor,fever_distractor_only,,,
hotpot:5ab859a955429934fafe6d7b:distractor,hotpot_distractor,,,
fever:a8bc907ab108b4d319a6ceb84fbd8360:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5adc1ae5554299438c868d5c:false_premise,hotpot_false_premise,,,
fever:28e4e92b769669bb57d979b036e03546:distractor,fever_distractor_only,,,
fever:c28aa5a772d112782ad4d550b843085f:stable,fever_stable_evidence,,,
hotpot:5a777fd655429949eeb29e93:false_premise,hotpot_false_premise,,,
fever:a28bfe8eecf49a564888377f1079aa98:stable,fever_stable_evidence,,,
fever:d5306949867167b98ec9be90b04f184b:conflict,fever_conflicting_evidence,,,
fever:b39d84bf9eda57cf0901e4cd83d150a7:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5a8639545542991e771815c7:missing_hop,hotpot_missing_hop,,,
hotpot:5a7a73e45542996c55b2ddb6:distractor,hotpot_distractor,,,
hotpot:5ab9d44255429939ce03dc36:distractor,hotpot_distractor,,,
fever:2e67502bce2f4e30b9aaed2e3aff8db3:fragile_mixed,fever_fragile_mixed,,,
hotpot:5ac2c338554299657fa29039:stable,hotpot_stable_support,,,
fever:e663d5f8f00d2fd1ea27ccf63ec662c0:near_miss_dilution,fever_near_miss_dilution,,,
fever:fa6153ce2a81a8a8c5d06ef51d85082d:conflict,fever_conflicting_evidence,,,
fever:2b1f49f34cfa69719081344d227097bb:conflict,fever_conflicting_evidence,,,
hotpot:5a799dfb5542994bb9457029:missing_hop,hotpot_missing_hop,,,
hotpot:5a8284b555429954d2e2eb5f:missing_hop,hotpot_missing_hop,,,
hotpot:5a8cbce1554299653c1aa103:missing_hop,hotpot_missing_hop,,,
fever:3381ded44836d92177a23c03b4f2a0fd:fragile_mixed,fever_fragile_mixed,,,
fever:2d970a774ac485e99e19a63becad6831:fragile_mixed,fever_fragile_mixed,,,
fever:bc68040ddfc0fec28f4a705adddfa808:fragile_mixed,fever_fragile_mixed,,,
fever:ab70fa4b49daa931021470a7782d3e43:distractor,fever_distractor_only,,,
fever:03c14a49b6c6ab52e1a7ef634b4cf997:conflict,fever_conflicting_evidence,,,
fever:3e3cf2f3b300405b4df42f58cd57f786:conflict,fever_conflicting_evidence,,,
fever:088279c1aad3aedb82905abc0b8ec9f7:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5ac344d6554299741d48a23f:false_premise,hotpot_false_premise,,,
hotpot:5a7324e055429901807daf8f:distractor,hotpot_distractor,,,
hotpot:5ae518ae5542993aec5ec13c:missing_hop,hotpot_missing_hop,,,
fever:836c9cbbf4318eec179b9522b945efd4:stable,fever_stable_evidence,,,
hotpot:5ae537e45542990ba0bbb235:missing_hop,hotpot_missing_hop,,,
hotpot:5a7dedef5542995f4f40231a:false_premise,hotpot_false_premise,,,
hotpot:5a88ac3d554299206df2b328:missing_hop,hotpot_missing_hop,,,
fever:13f29eefe12b1f108995304b0702ff94:fragile_mixed,fever_fragile_mixed,,,
fever:35a77ed2125968f8b7b35c40173f099f:fragile_mixed,fever_fragile_mixed,,,
hotpot:5a8c758d5542995e66a475ff:missing_hop,hotpot_missing_hop,,,
fever:e11b63eeebdea6a9ea693fdcc2002154:stable,fever_stable_evidence,,,
fever:bc68040ddfc0fec28f4a705adddfa808:missing,fever_missing_evidence,,,
fever:0cff660cc8477c3853a08a41441f4cc4:conflict,fever_conflicting_evidence,,,
fever:a28bfe8eecf49a564888377f1079aa98:fragile_mixed,fever_fragile_mixed,,,
hotpot:5ac10832554299012d1db687:false_premise,hotpot_false_premise,,,
fever:836c9cbbf4318eec179b9522b945efd4:conflict,fever_conflicting_evidence,,,
hotpot:5ae1f079554299234fd04343:missing_hop,hotpot_missing_hop,,,
fever:64b4a0a09f8bfff1f6ce4b71fddba7c9:near_miss_dilution,fever_near_miss_dilution,,,
fever:6a6bb082ecedeec532bdba1f18a9b60d:distractor,fever_distractor_only,,,
hotpot:5adf51595542993344016c52:missing_hop,hotpot_missing_hop,,,
hotpot:5adef80b5542993a75d263c4:false_premise,hotpot_false_premise,,,
fever:a3a7421f72c0e14accff8702a4ecd1a7:conflict,fever_conflicting_evidence,,,
hotpot:5ade6b67554299728e26c71c:distractor,hotpot_distractor,,,
hotpot:5a777fd655429949eeb29e93:stable,hotpot_stable_support,,,
fever:56ba53ef115ae2c4ecde753bb3753720:conflict,fever_conflicting_evidence,,,
fever:4c48daa520d9990325a69b3b83c6bb03:missing,fever_missing_evidence,,,
fever:55876af9a4534f8375d0041ed5813388:missing,fever_missing_evidence,,,
fever:95ef7c6ddfbb26e520eed5464bff111a:near_miss_dilution,fever_near_miss_dilution,,,
fever:25dc4f70725e49253af408b42070e0c8:distractor,fever_distractor_only,,,
fever:0e84d99e0acf22dfe4d005573af3b3c1:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5ac4f12d55429924173fb4f6:distractor,hotpot_distractor,,,
hotpot:5ab73de755429928e1fe383b:stable,hotpot_stable_support,,,
fever:becbf3a5b37b810767d6576a1f97d4cf:conflict,fever_conflicting_evidence,,,
fever:92fc5c3d85cffe74a2ccbca0986f594c:stable,fever_stable_evidence,,,
fever:ce9162d5ca725a54e1507fc8a3f1e491:missing,fever_missing_evidence,,,
hotpot:5ab1eac95542993be8fa987f:distractor,hotpot_distractor,,,
fever:70b4102837ac267192f2476b1e813433:conflict,fever_conflicting_evidence,,,
fever:f3ea0c96c8fea1033fdbbe5959bb8565:distractor,fever_distractor_only,,,
hotpot:5a74684655429929fddd8410:missing_hop,hotpot_missing_hop,,,
fever:4d5dc8f109518520f3c4f2fe6609e414:stable,fever_stable_evidence,,,
hotpot:5ac3a7f75542993915413890:false_premise,hotpot_false_premise,,,
hotpot:5ac1d40c5542994d76dccef5:false_premise,hotpot_false_premise,,,
fever:f711e56b9e7d416533dcb19ad93e0d55:fragile_mixed,fever_fragile_mixed,,,
hotpot:5a8a9bc15542996c9b8d5f36:distractor,hotpot_distractor,,,
fever:8e5bce57b08fa33fe5f916cf4b4baaa2:conflict,fever_conflicting_evidence,,,
hotpot:5a7de14a5542991319bc93fc:false_premise,hotpot_false_premise,,,
fever:1c4002eb1ee66c816030357de9f5ada7:fragile_mixed,fever_fragile_mixed,,,
fever:193b6680613ec77bda65b17217b26bd4:near_miss_dilution,fever_near_miss_dilution,,,
fever:610a2445aa427f79056046f97acfc350:stable,fever_stable_evidence,,,
fever:06c922a2c8055b776a5dd602e4bca0fc:fragile_mixed,fever_fragile_mixed,,,
fever:9f152a0f926233e48854f8fb71d10440:missing,fever_missing_evidence,,,
fever:bf3eea8691dfb03c74e91d3438f534cb:missing,fever_missing_evidence,,,
fever:0b7a24a63582d89932b2b8295921ec7f:fragile_mixed,fever_fragile_mixed,,,
fever:ae9c32d7fc902f56cc97f2d84d922e76:fragile_mixed,fever_fragile_mixed,,,
fever:e6325a0aa0433ccebee1e82b8387e4e0:fragile_mixed,fever_fragile_mixed,,,
fever:c912588579ded55d3357f5223ac1a586:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5a74bfa55542996c70cfadcf:stable,hotpot_stable_support,,,
fever:323fee0052d2af279250eaba99a050c4:stable,fever_stable_evidence,,,
hotpot:5abeb3525542993fe9a41d03:false_premise,hotpot_false_premise,,,
hotpot:5a8c758d5542995e66a475ff:distractor,hotpot_distractor,,,
hotpot:5ac1b3a75542994ab5c67dd2:distractor,hotpot_distractor,,,
hotpot:5ae4808455429970de88d990:distractor,hotpot_distractor,,,
fever:ff3e7bc4391581495003070a00a44758:missing,fever_missing_evidence,,,
hotpot:5a77aa8655429949eeb29f22:stable,hotpot_stable_support,,,
fever:91a6285eee0f1424f6cddfecf770c9ab:near_miss_dilution,fever_near_miss_dilution,,,
fever:30c91495984c16a6f1f0f40734b2f046:fragile_mixed,fever_fragile_mixed,,,
fever:95ef7c6ddfbb26e520eed5464bff111a:stable,fever_stable_evidence,,,
fever:877d6d6721b95c9ad2ef32c728a604ab:stable,fever_stable_evidence,,,
hotpot:5a72c6f65542994cef4bc402:false_premise,hotpot_false_premise,,,
fever:c7f802075a39c81ed5d526bfb4af73de:stable,fever_stable_evidence,,,
fever:d2da8ad657b4e44715bc223934bec323:fragile_mixed,fever_fragile_mixed,,,
fever:bf609af77457797f9f6149f0856539d2:fragile_mixed,fever_fragile_mixed,,,
fever:dd237b1c0799c3098721eb9f10c0b8a3:fragile_mixed,fever_fragile_mixed,,,
fever:957bd9985949e2ad28195ceb83af45c9:fragile_mixed,fever_fragile_mixed,,,
fever:25dc4f70725e49253af408b42070e0c8:stable,fever_stable_evidence,,,
hotpot:5a89d3e15542992e4fca83d4:stable,hotpot_stable_support,,,
fever:3afbac0242cbb668d6e754a15f3e72ec:stable,fever_stable_evidence,,,
hotpot:5a7a3bed5542996c55b2dd45:distractor,hotpot_distractor,,,
fever:793efde1706e1eaad1572938ede4ea5f:stable,fever_stable_evidence,,,
fever:e6325a0aa0433ccebee1e82b8387e4e0:missing,fever_missing_evidence,,,
fever:e11b63eeebdea6a9ea693fdcc2002154:missing,fever_missing_evidence,,,
fever:b3bf3e054bc51c613047bbcf930be3c6:missing,fever_missing_evidence,,,
fever:0bac0599230041012d8d13320201d653:missing,fever_missing_evidence,,,
fever:1abe6bf91985ab5ea8719381c510f5da:stable,fever_stable_evidence,,,
hotpot:5a8f122955429918e830d17f:missing_hop,hotpot_missing_hop,,,
fever:8e5bce57b08fa33fe5f916cf4b4baaa2:missing,fever_missing_evidence,,,
fever:dd237b1c0799c3098721eb9f10c0b8a3:missing,fever_missing_evidence,,,
fever:1536c4c2df670f0caca8cb3007255eb7:near_miss_dilution,fever_near_miss_dilution,,,
fever:f2a38cc0b0a3707ec5e41f9f3dcec52b:distractor,fever_distractor_only,,,
fever:574bd7335867fa5e4bdc54aed8219daf:fragile_mixed,fever_fragile_mixed,,,
hotpot:5adf32165542993344016c15:stable,hotpot_stable_support,,,
fever:83d6a70d4372aad244a0527fabb54494:fragile_mixed,fever_fragile_mixed,,,
fever:2b054996552821b176db8b755c717377:missing,fever_missing_evidence,,,
hotpot:5a8b3af455429971feec467b:missing_hop,hotpot_missing_hop,,,
fever:2eeb27201fb684650fb99864c974da29:near_miss_dilution,fever_near_miss_dilution,,,
fever:fee28f3a2d3ae0d0bf56a70a239e86f2:fragile_mixed,fever_fragile_mixed,,,
fever:fbc9973d9638190455965bfdf88e7bb4:missing,fever_missing_evidence,,,
fever:956270943e7e377602d738ba602c85d5:conflict,fever_conflicting_evidence,,,
fever:1113ae2184fab587e1bff0982411eb36:fragile_mixed,fever_fragile_mixed,,,
fever:fee28f3a2d3ae0d0bf56a70a239e86f2:distractor,fever_distractor_only,,,
fever:9752ba2a38bb2b0e9002f90fbbbe1ee7:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5a774e9c55429972597f14f3:distractor,hotpot_distractor,,,
hotpot:5adc1ae5554299438c868d5c:stable,hotpot_stable_support,,,
fever:3381ded44836d92177a23c03b4f2a0fd:near_miss_dilution,fever_near_miss_dilution,,,
fever:06c922a2c8055b776a5dd602e4bca0fc:missing,fever_missing_evidence,,,
hotpot:5abcfc365542993a06baf9d6:missing_hop,hotpot_missing_hop,,,
fever:e663d5f8f00d2fd1ea27ccf63ec662c0:distractor,fever_distractor_only,,,
hotpot:5ab926bc554299131ca42285:false_premise,hotpot_false_premise,,,
hotpot:5a7f54665542992097ad2f1a:stable,hotpot_stable_support,,,
hotpot:5ae2c416554299492dc91c67:distractor,hotpot_distractor,,,
fever:054f84726fc03b6b9a3dbb451d7ce66f:distractor,fever_distractor_only,,,
hotpot:5a88ac3d554299206df2b328:distractor,hotpot_distractor,,,
hotpot:5ac3ba1855429939154138f3:missing_hop,hotpot_missing_hop,,,
fever:8371b76bb463ed466f3daf39a79de8b8:distractor,fever_distractor_only,,,
hotpot:5ae1568a55429901ffe4ae6b:missing_hop,hotpot_missing_hop,,,
fever:ab70fa4b49daa931021470a7782d3e43:stable,fever_stable_evidence,,,
hotpot:5ae236445542992decbdcc69:distractor,hotpot_distractor,,,
fever:5f659bc392f88fc161676aa83bf206cf:stable,fever_stable_evidence,,,
hotpot:5ae6914755429908198fa627:distractor,hotpot_distractor,,,
hotpot:5a8eb51655429917b4a5bdb5:false_premise,hotpot_false_premise,,,
fever:b9144b8ad4737b2b369fc117e1d73f09:fragile_mixed,fever_fragile_mixed,,,
hotpot:5adddf5d5542997dc7907078:distractor,hotpot_distractor,,,
fever:1c7e6e416edc4a638d44f1a3ad7ff666:missing,fever_missing_evidence,,,
fever:088279c1aad3aedb82905abc0b8ec9f7:distractor,fever_distractor_only,,,
fever:d775cdfa9e80847219c174af7893ef0e:distractor,fever_distractor_only,,,
fever:3d392e13a44a51db958cb46811dea8b7:fragile_mixed,fever_fragile_mixed,,,
hotpot:5a79c6a55542994bb9457091:missing_hop,hotpot_missing_hop,,,
fever:7976b9f18968112447d906bbf5f7eb1b:conflict,fever_conflicting_evidence,,,
fever:2b1f49f34cfa69719081344d227097bb:fragile_mixed,fever_fragile_mixed,,,
hotpot:5ade6b67554299728e26c71c:missing_hop,hotpot_missing_hop,,,
fever:38eab856ff1ff21f6f103a0a0f6aeff5:conflict,fever_conflicting_evidence,,,
fever:0b7a24a63582d89932b2b8295921ec7f:conflict,fever_conflicting_evidence,,,
fever:66b79a49ae82dd00f020bed681b8d327:conflict,fever_conflicting_evidence,,,
fever:2ce8305d97542bce4894eb8ec1de118b:missing,fever_missing_evidence,,,
hotpot:5a893fc855429951533612f0:false_premise,hotpot_false_premise,,,
hotpot:5a7a3bed5542996c55b2dd45:missing_hop,hotpot_missing_hop,,,
fever:59a392e982882e5756b1ab68a2a44553:conflict,fever_conflicting_evidence,,,
hotpot:5a80e4b255429938b6142239:false_premise,hotpot_false_premise,,,
fever:13f29eefe12b1f108995304b0702ff94:stable,fever_stable_evidence,,,
hotpot:5abcf14f55429959677d6b5b:stable,hotpot_stable_support,,,
hotpot:5a79c6a55542994bb9457091:false_premise,hotpot_false_premise,,,
hotpot:5ae73c065542991e8301cc18:false_premise,hotpot_false_premise,,,
fever:e5058780c6af8f09b4713c01e3add958:fragile_mixed,fever_fragile_mixed,,,
hotpot:5ab724b45542991d32223785:missing_hop,hotpot_missing_hop,,,
hotpot:5a7c988755429935c91b524d:false_premise,hotpot_false_premise,,,
hotpot:5a7c0dab5542997c3ec972d2:stable,hotpot_stable_support,,,
fever:9752ba2a38bb2b0e9002f90fbbbe1ee7:fragile_mixed,fever_fragile_mixed,,,
fever:b93a764a836b84571e8c8d30d6dae9c3:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5a8ccceb554299653c1aa128:distractor,hotpot_distractor,,,
fever:b33baad305231b6f8be0bdfda21885b4:conflict,fever_conflicting_evidence,,,
hotpot:5add39c45542995b365faac5:distractor,hotpot_distractor,,,
fever:554756e51326df724ebbef50e3175916:missing,fever_missing_evidence,,,
fever:2b054996552821b176db8b755c717377:fragile_mixed,fever_fragile_mixed,,,
hotpot:5a8430335542996488c2e500:false_premise,hotpot_false_premise,,,
hotpot:5abb254c5542992ccd8e7f29:missing_hop,hotpot_missing_hop,,,
fever:97a0924efff3f510cb30789e15682a99:conflict,fever_conflicting_evidence,,,
fever:d2f42de0037339ce7a7027a999a10da4:distractor,fever_distractor_only,,,
fever:1abe6bf91985ab5ea8719381c510f5da:conflict,fever_conflicting_evidence,,,
fever:5f659bc392f88fc161676aa83bf206cf:fragile_mixed,fever_fragile_mixed,,,
hotpot:5ae38b115542990afbd1e183:missing_hop,hotpot_missing_hop,,,
fever:ce9162d5ca725a54e1507fc8a3f1e491:conflict,fever_conflicting_evidence,,,
fever:3e3cf2f3b300405b4df42f58cd57f786:missing,fever_missing_evidence,,,
fever:e8f235cdc9269c5928f507f9603929fa:distractor,fever_distractor_only,,,
hotpot:5ae03cd855429924de1b7072:missing_hop,hotpot_missing_hop,,,
fever:38eab856ff1ff21f6f103a0a0f6aeff5:near_miss_dilution,fever_near_miss_dilution,,,
fever:016714803910e36a4d8f16b464dcb617:missing,fever_missing_evidence,,,
fever:7d4674560187f6a965fa7075e37232d9:stable,fever_stable_evidence,,,
fever:5e85124bcdf4cc6586d31b0a34d39834:fragile_mixed,fever_fragile_mixed,,,
fever:1284db3a3f834e4fdacb2f217da574ce:missing,fever_missing_evidence,,,
hotpot:5a7555215542996c70cfaee1:distractor,hotpot_distractor,,,
fever:79efec98a8d8063f333ca1c9a19718fa:conflict,fever_conflicting_evidence,,,
hotpot:5adddf5d5542997dc7907078:stable,hotpot_stable_support,,,
hotpot:5a7f54665542992097ad2f1a:false_premise,hotpot_false_premise,,,
hotpot:5abaca935542996606241610:stable,hotpot_stable_support,,,
fever:e7abdb3acb8f93cea357bada874bb019:distractor,fever_distractor_only,,,
hotpot:5ab2be71554299166977408c:stable,hotpot_stable_support,,,
fever:25dc4f70725e49253af408b42070e0c8:conflict,fever_conflicting_evidence,,,
fever:7976b9f18968112447d906bbf5f7eb1b:near_miss_dilution,fever_near_miss_dilution,,,
fever:2eeb27201fb684650fb99864c974da29:distractor,fever_distractor_only,,,
hotpot:5ae73c065542991e8301cc18:stable,hotpot_stable_support,,,
fever:79efec98a8d8063f333ca1c9a19718fa:near_miss_dilution,fever_near_miss_dilution,,,
fever:bf3eea8691dfb03c74e91d3438f534cb:fragile_mixed,fever_fragile_mixed,,,
fever:2138380aeaca8fe933ae0d605734bb12:missing,fever_missing_evidence,,,
fever:36791253a6dae3457ffbdc0bd76cad5d:fragile_mixed,fever_fragile_mixed,,,
fever:a6134b5a37cdc1ac84fb08cb5c75830c:stable,fever_stable_evidence,,,
hotpot:5a8284b555429954d2e2eb5f:false_premise,hotpot_false_premise,,,
hotpot:5ae73c065542991e8301cc18:missing_hop,hotpot_missing_hop,,,
fever:bc97f82071c90fc4f43fb43105b8f5b9:missing,fever_missing_evidence,,,
fever:3701d7097c281592457c545c8b475704:missing,fever_missing_evidence,,,
fever:f0b502679a3f691deb68290e0afe1da0:stable,fever_stable_evidence,,,
hotpot:5a7ae2f2554299042af8f6aa:distractor,hotpot_distractor,,,
fever:8bc408061f11caf9b82e3a738f611d01:distractor,fever_distractor_only,,,
fever:99a776f1150c72b09e7f0c3c8f17eb0a:conflict,fever_conflicting_evidence,,,
hotpot:5a80427c5542996402f6a49f:false_premise,hotpot_false_premise,,,
fever:0222cd14e3c1da3a98f2d56dc50b875f:distractor,fever_distractor_only,,,
hotpot:5ac30a79554299657fa290e2:stable,hotpot_stable_support,,,
fever:610a2445aa427f79056046f97acfc350:missing,fever_missing_evidence,,,
fever:53dff39d43e881fae9e66887c9b25eca:stable,fever_stable_evidence,,,
hotpot:5ade79335542997c77adee38:missing_hop,hotpot_missing_hop,,,
fever:1954b1268f583bf282a2beb07dc5a758:conflict,fever_conflicting_evidence,,,
hotpot:5a89810655429946c8d6e929:missing_hop,hotpot_missing_hop,,,
hotpot:5a74684655429929fddd8410:stable,hotpot_stable_support,,,
hotpot:5a89dd4d554299669944a5e3:missing_hop,hotpot_missing_hop,,,
fever:891c3404da6e72531b64e9b9a3cf5847:fragile_mixed,fever_fragile_mixed,,,
hotpot:5ae7d03b55429952e35ea9c2:false_premise,hotpot_false_premise,,,
fever:5e85124bcdf4cc6586d31b0a34d39834:missing,fever_missing_evidence,,,
hotpot:5ae1568a55429901ffe4ae6b:false_premise,hotpot_false_premise,,,
hotpot:5a7a5ccf55429941d65f25d7:stable,hotpot_stable_support,,,
fever:b3bf3e054bc51c613047bbcf930be3c6:conflict,fever_conflicting_evidence,,,
fever:3e3cf2f3b300405b4df42f58cd57f786:near_miss_dilution,fever_near_miss_dilution,,,
hotpot:5ab926bc554299131ca42285:stable,hotpot_stable_support,,,
fever:cb0149e9c4f81308cf73288a6ed250f4:distractor,fever_distractor_only,,,
fever:4c7ed298fb26519aa7a58a94e27abd79:conflict,fever_conflicting_evidence,,,
fever:2ce8305d97542bce4894eb8ec1de118b:stable,fever_stable_evidence,,,
hotpot:5a85e57a5542994c784ddbb1:missing_hop,hotpot_missing_hop,,,
