orbit_id,split,expected_label_answerable,auditor_label_answerable,auditor_failure_type,auditor_notes,auditor2_label_answerable,auditor2_failure_type,auditor2_notes,adjudicated_label_answerable,adjudication_notes
fever:e624efc2e568f7888482fd319c5a69ba:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:7f6131290bb117022e3b06c9d77d6b48:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:5da5431d3ebafc97af8b86a08bcd9dda:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:0f842bac1810fe5262c7a8aa4d5cde6b:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:fcc1d92fc984e19b6e2bd1e54e8dec75:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:7a56b2553b5fcf98ea4085b44e3a2600:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:4c821003029531e3aae8461f9233444d:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:a5b7cd05c31b6190e7c09ba3dba6435b:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:8271ce90baa00f515d54574c0a278cde:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:3afbb7e573c19bd10135552a58052f8f:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:a1a8ba0089051685ae5c082b69ce2bce:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:b25e32964523c07fd47e9cd1bb68b845:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:88b675642d3f41ce5b3138541809b6c2:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:8c26fbff2d3e8667542610aed07c901f:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:e8e982847f38d3d151e76bbee3385511:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:bf9958a1c0b9ff343672c3019780cae8:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:373522a185b9e37e578d6c47137ca214:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:14095b6ea15f4cf496d00faf9966928f:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:d2e26ecbb24fb977985f8eac645afddb:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:041950587b060637115ce19b062ec60d:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:59ab9a19f6ea398f9f2f88bf5d244676:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:d54a071d44f70a85f0b5f4674e3728a6:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:e78bf9a76368d6c5284f5f7bbd1efc87:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:62ecec02e3975d2aa7c7544938ce7834:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:00e72a959299955a3b268d96dafdd5ff:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:da1717dbf4179f8c55a82e8ab97a109a:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:0352c46cbab8c3edb420e3b843323d42:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:2ce8305d97542bce4894eb8ec1de118b:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:d07b20fe37b03c55b8aeade4cbdd82ed:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:ede6cdbe896e33c6e229f3d456b05e11:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:92f72d803dbdab1b37e62da05298a931:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:8a55cb21f71c74cb613680791b45534d:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:c0cf40b107f7b1f40b76c248a952df85:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:bbc16c0dcf30a312d3eea2944d000565:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:74875d904c453e4126761109d464f8f7:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:2568e20ea56b809ef9db9562b47bdf56:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:cf683703b3a361c8aed05950f601332f:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:78326c73b6ac9cd78b43cec932d99f5f:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:a558b71780b532c0c5c8b4cc010b9937:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:1c919d3bd9415e094b481100bd7e86ae:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:9ce7a3370a1ef433fd162ae2531e1295:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:a0229b8a5bda0d77e76ad5f6516eeba6:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:5f44773eda213f81f065ea4227a93cad:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:e05a51cafbd8c4be0f3401856dce4d31:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:d747a654061e5abcb215f13dbe104bf5:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:96f275ebb085417f02bf30881db222e0:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:ee31832067dcc51caed85b175103dabd:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:4f99160cf65dc9e25cb7a99e04e8688c:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:ddbd2bc31b979f619ba48ecaabfaff15:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:d7df6529e9a0e96c3b63f58e6d05db2f:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:cbddc41e8b7411878164fba2271610d3:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:bdf2025762f2bce2364cfbd7c44b5153:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:d2e0624c75b4423e9e136d045f8dcc2e:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:697be4a7cdb5be5ee8eae856dfe3ab75:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:fa87d268e5f35d1de35f7547c9cbc3b5:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:c02613736e8c4d6b36f116d112e3bc86:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:f81ce647ee844696ef8aec7c27ddf1a6:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:39e2c346d921b1cf928c335de87aff04:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:7e49220e5edaed343eb66efc38bbde66:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:4502f0f6a725828bf628a2e0e95e4827:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:c7d03c435e1e49f8809b961413e74f41:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:48723ea8d97deaf0a468fbb36c9cedd0:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:ed2d858bee6b7e90b4bfd8100b2ee36b:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:070284bdb13a90582798a9cbd47cf935:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:131cfc71be48c87b8e807f505c0ee87e:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:3aa664fedb88f162c5d611cf9d273bb7:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:a02cf18b2eac563586ebc1e352083598:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:529a2839d09a7858ac040a3e732c519c:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:97737556c394b3e18ce3e6b9f9eabdbb:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:1531275dbd33ef2bbfa7eaa4bab47b53:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:03ddb7874b095517e3946eddf4a9ae93:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:9ac434a13126a459f647dcc71fc26b53:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:f3135bd72fb57473b4761652679f118c:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:e6461b723d200bdb1d56a84e0b827d9d:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:46ae093b5f3b07fdfcb6316c5915a319:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:2560aeeebf15cc817b52f951600a3b86:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:0f00537f8926837b07cf368a6fe3afca:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:648fd83e744d6574fcf84bfe5744febf:conflict,fever_conflicting_evidence,false,,,,,,,,
fever:48b2532b293a2cab8e3afc11654a4abe:distractor,fever_distractor_only,false,,,,,,,,
fever:efaa1d474d21ffa19b63774688647fb9:distractor,fever_distractor_only,false,,,,,,,,
fever:697be4a7cdb5be5ee8eae856dfe3ab75:distractor,fever_distractor_only,false,,,,,,,,
fever:97737556c394b3e18ce3e6b9f9eabdbb:distractor,fever_distractor_only,false,,,,,,,,
fever:48723ea8d97deaf0a468fbb36c9cedd0:distractor,fever_distractor_only,false,,,,,,,,
fever:e8e982847f38d3d151e76bbee3385511:distractor,fever_distractor_only,false,,,,,,,,
fever:d8e4f82028e79370be91b72cb3243321:distractor,fever_distractor_only,false,,,,,,,,
fever:ff470cdb7d243445a931aac589d10bbd:distractor,fever_distractor_only,false,,,,,,,,
fever:5166717b91e5e96a4aaa480ad10d44fe:distractor,fever_distractor_only,false,,,,,,,,
fever:94cff231066cd7bb0dd7919d994b751e:distractor,fever_distractor_only,false,,,,,,,,
fever:6c60006fbb856fbe7ef9764a215a268f:distractor,fever_distractor_only,false,,,,,,,,
fever:f3135bd72fb57473b4761652679f118c:distractor,fever_distractor_only,false,,,,,,,,
fever:1aa8074ed9e9c0e067ffe4e8549ba980:distractor,fever_distractor_only,false,,,,,,,,
fever:e8dd28ce7eb625843cd6d471fa5de66d:distractor,fever_distractor_only,false,,,,,,,,
fever:da1717dbf4179f8c55a82e8ab97a109a:distractor,fever_distractor_only,false,,,,,,,,
fever:b29587d5dfb9a48a8e0710c300a57b1f:distractor,fever_distractor_only,false,,,,,,,,
fever:450866a5ce65fe94b2759f65a7155752:distractor,fever_distractor_only,false,,,,,,,,
fever:78326c73b6ac9cd78b43cec932d99f5f:distractor,fever_distractor_only,false,,,,,,,,
fever:9ac434a13126a459f647dcc71fc26b53:distractor,fever_distractor_only,false,,,,,,,,
fever:352195a8255b0fc104eb2517351810a0:distractor,fever_distractor_only,false,,,,,,,,
fever:eb384af117f6427842a64d72af225225:distractor,fever_distractor_only,false,,,,,,,,
fever:8386a16d42aff843b3f5900721ff8584:distractor,fever_distractor_only,false,,,,,,,,
fever:2568e20ea56b809ef9db9562b47bdf56:distractor,fever_distractor_only,false,,,,,,,,
fever:e74872c4c6b4af0ec627a0bc69f3f807:distractor,fever_distractor_only,false,,,,,,,,
fever:912b64cf4b82c40b539fa462d3e84f8b:distractor,fever_distractor_only,false,,,,,,,,
fever:4c821003029531e3aae8461f9233444d:distractor,fever_distractor_only,false,,,,,,,,
fever:7a56b2553b5fcf98ea4085b44e3a2600:distractor,fever_distractor_only,false,,,,,,,,
fever:a2971dec33bf81d8aeca396e7397d05a:distractor,fever_distractor_only,false,,,,,,,,
fever:08687c396180e95e1e1bdee2702b73eb:distractor,fever_distractor_only,false,,,,,,,,
fever:caa22f83df5ff965da375b1cbee38d11:distractor,fever_distractor_only,false,,,,,,,,
fever:e05a51cafbd8c4be0f3401856dce4d31:distractor,fever_distractor_only,false,,,,,,,,
fever:1531275dbd33ef2bbfa7eaa4bab47b53:distractor,fever_distractor_only,false,,,,,,,,
fever:c952e1b34e8381bbfa7e4e27c0e090c8:distractor,fever_distractor_only,false,,,,,,,,
fever:a558b71780b532c0c5c8b4cc010b9937:distractor,fever_distractor_only,false,,,,,,,,
fever:352a10eebee07d1e72be741f46d03776:distractor,fever_distractor_only,false,,,,,,,,
fever:2560aeeebf15cc817b52f951600a3b86:distractor,fever_distractor_only,false,,,,,,,,
fever:706d8195a18e25d6d723893ac042fd3d:distractor,fever_distractor_only,false,,,,,,,,
fever:4001e6fea30a352c518b00cdc3c72c5d:distractor,fever_distractor_only,false,,,,,,,,
fever:03ddb7874b095517e3946eddf4a9ae93:distractor,fever_distractor_only,false,,,,,,,,
fever:8a55cb21f71c74cb613680791b45534d:distractor,fever_distractor_only,false,,,,,,,,
fever:5d9282f0cb8850175acab6e07f0716da:distractor,fever_distractor_only,false,,,,,,,,
fever:e98601b95229fe29c1f23d942aae4cc1:distractor,fever_distractor_only,false,,,,,,,,
fever:5f70a237e4b9b1ef42d1a755c1913143:distractor,fever_distractor_only,false,,,,,,,,
fever:a3c732f232ac732ff23c1d4b3d2caff5:distractor,fever_distractor_only,false,,,,,,,,
fever:d7076e4b29c37658a48a2a0eb514ae9f:distractor,fever_distractor_only,false,,,,,,,,
fever:29f2f5412d825bfc833d7772f75a41d9:distractor,fever_distractor_only,false,,,,,,,,
fever:4336a732d713a27fc558b61c90f0f440:distractor,fever_distractor_only,false,,,,,,,,
fever:9ce7a3370a1ef433fd162ae2531e1295:distractor,fever_distractor_only,false,,,,,,,,
fever:263a20aa224b0498115e8b1f54e043c7:distractor,fever_distractor_only,false,,,,,,,,
fever:c0b9264aefc974f1819172e5853b9ea3:distractor,fever_distractor_only,false,,,,,,,,
fever:e6461b723d200bdb1d56a84e0b827d9d:distractor,fever_distractor_only,false,,,,,,,,
fever:4d02b2166649e414431e3244fe68fbe6:distractor,fever_distractor_only,false,,,,,,,,
fever:a04bdb08a0275fce436b121c75f2b417:distractor,fever_distractor_only,false,,,,,,,,
fever:59ab9a19f6ea398f9f2f88bf5d244676:distractor,fever_distractor_only,false,,,,,,,,
fever:1c919d3bd9415e094b481100bd7e86ae:distractor,fever_distractor_only,false,,,,,,,,
fever:d29ca7d0bfc4b6a14a336b76e635f787:distractor,fever_distractor_only,false,,,,,,,,
fever:5da5431d3ebafc97af8b86a08bcd9dda:distractor,fever_distractor_only,false,,,,,,,,
fever:0e77ccd90b21bb0340cc9744f8cd7293:distractor,fever_distractor_only,false,,,,,,,,
fever:2c69dec18578c87e49604859e7123cb6:distractor,fever_distractor_only,false,,,,,,,,
fever:ddbd2bc31b979f619ba48ecaabfaff15:distractor,fever_distractor_only,false,,,,,,,,
fever:7f6131290bb117022e3b06c9d77d6b48:distractor,fever_distractor_only,false,,,,,,,,
fever:8c26fbff2d3e8667542610aed07c901f:distractor,fever_distractor_only,false,,,,,,,,
fever:ac44a2875a3777beff22b7e3f2d2e820:distractor,fever_distractor_only,false,,,,,,,,
fever:bdf2025762f2bce2364cfbd7c44b5153:distractor,fever_distractor_only,false,,,,,,,,
fever:b25e32964523c07fd47e9cd1bb68b845:distractor,fever_distractor_only,false,,,,,,,,
fever:65995ca6f567ff1296003ff9a09ad24c:distractor,fever_distractor_only,false,,,,,,,,
fever:8b32776efdf86e56e1a42226239b351f:distractor,fever_distractor_only,false,,,,,,,,
fever:96f275ebb085417f02bf30881db222e0:distractor,fever_distractor_only,false,,,,,,,,
fever:5f44773eda213f81f065ea4227a93cad:distractor,fever_distractor_only,false,,,,,,,,
fever:13f69a0d0628a12b06c497e3cf57e0c2:distractor,fever_distractor_only,false,,,,,,,,
fever:0d15770b86fc6e5335073ae34b9ab18a:distractor,fever_distractor_only,false,,,,,,,,
fever:6cae8761aadd090898190c13560f94f1:distractor,fever_distractor_only,false,,,,,,,,
fever:9a2ce22de1acef55d9f23bc0b2c12e26:distractor,fever_distractor_only,false,,,,,,,,
fever:d7f433c1f5ddf49ead8f937ebc4e7f8d:distractor,fever_distractor_only,false,,,,,,,,
fever:529a2839d09a7858ac040a3e732c519c:distractor,fever_distractor_only,false,,,,,,,,
fever:46ae093b5f3b07fdfcb6316c5915a319:distractor,fever_distractor_only,false,,,,,,,,
fever:80f8cfd297e7f514760bf6c9db35d833:distractor,fever_distractor_only,false,,,,,,,,
fever:138502e1584cfb3ea12a6ec42d4485fe:distractor,fever_distractor_only,false,,,,,,,,
fever:88b675642d3f41ce5b3138541809b6c2:distractor,fever_distractor_only,false,,,,,,,,
fever:4f99160cf65dc9e25cb7a99e04e8688c:distractor,fever_distractor_only,false,,,,,,,,
fever:a02cf18b2eac563586ebc1e352083598:distractor,fever_distractor_only,false,,,,,,,,
fever:eef6bd3d396ee24873d0517fe83cb858:distractor,fever_distractor_only,false,,,,,,,,
fever:3965d777f70e043a1b494847f2d4ea0a:distractor,fever_distractor_only,false,,,,,,,,
fever:d2bd42eaa9cedda8c0c915a7710e6b40:distractor,fever_distractor_only,false,,,,,,,,
fever:fcc1d92fc984e19b6e2bd1e54e8dec75:distractor,fever_distractor_only,false,,,,,,,,
fever:fb605794ab070bd33410c5dcb0138df8:distractor,fever_distractor_only,false,,,,,,,,
fever:070284bdb13a90582798a9cbd47cf935:distractor,fever_distractor_only,false,,,,,,,,
fever:3aa664fedb88f162c5d611cf9d273bb7:distractor,fever_distractor_only,false,,,,,,,,
fever:e12e32729e391a93597d4c7e2b63f99e:distractor,fever_distractor_only,false,,,,,,,,
fever:7262438b53a6ab5056c1fc8992d1a0ad:distractor,fever_distractor_only,false,,,,,,,,
fever:ed2d858bee6b7e90b4bfd8100b2ee36b:distractor,fever_distractor_only,false,,,,,,,,
fever:8271ce90baa00f515d54574c0a278cde:distractor,fever_distractor_only,false,,,,,,,,
fever:7a02b00ea079b96cb33a7782dfb2c059:distractor,fever_distractor_only,false,,,,,,,,
fever:e664966e5d4221ca1c89f8dcaafa9b2b:distractor,fever_distractor_only,false,,,,,,,,
fever:cbddc41e8b7411878164fba2271610d3:distractor,fever_distractor_only,false,,,,,,,,
fever:c02613736e8c4d6b36f116d112e3bc86:distractor,fever_distractor_only,false,,,,,,,,
fever:0f842bac1810fe5262c7a8aa4d5cde6b:distractor,fever_distractor_only,false,,,,,,,,
fever:bf31960b89ab228bd7a1e84c3206eb4c:distractor,fever_distractor_only,false,,,,,,,,
fever:cf683703b3a361c8aed05950f601332f:distractor,fever_distractor_only,false,,,,,,,,
fever:4e9239e9e3fd26fd8bd5dbdccdf235af:distractor,fever_distractor_only,false,,,,,,,,
fever:c5be6fa5aa32762ecaf98fcba95eb911:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:0d15770b86fc6e5335073ae34b9ab18a:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:1cf6a228fa232b12d036954303bc8c9e:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:d490e5ddc449cbad1a613cc55ef16c6e:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:e624efc2e568f7888482fd319c5a69ba:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:016714803910e36a4d8f16b464dcb617:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:750b9a1dc5d5b0603b17728f34159eb7:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:2eeb3da68ff17ff2eb11278d44095d5f:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:4d02b2166649e414431e3244fe68fbe6:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:00e72a959299955a3b268d96dafdd5ff:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:7f6131290bb117022e3b06c9d77d6b48:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:f81ce647ee844696ef8aec7c27ddf1a6:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:a1a8ba0089051685ae5c082b69ce2bce:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:caa22f83df5ff965da375b1cbee38d11:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:562d69d6c90f3abd6c404931d754390c:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:d7076e4b29c37658a48a2a0eb514ae9f:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:a558b71780b532c0c5c8b4cc010b9937:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:6cae8761aadd090898190c13560f94f1:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:7a02b00ea079b96cb33a7782dfb2c059:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:48723ea8d97deaf0a468fbb36c9cedd0:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:f3cffe1ebb230874242b5217148b5261:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:263a20aa224b0498115e8b1f54e043c7:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:5defcc455306f762686b902b87b6fcff:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:96f275ebb085417f02bf30881db222e0:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:d54a071d44f70a85f0b5f4674e3728a6:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:4001e6fea30a352c518b00cdc3c72c5d:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:070284bdb13a90582798a9cbd47cf935:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:5f44773eda213f81f065ea4227a93cad:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:352a10eebee07d1e72be741f46d03776:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:efaa1d474d21ffa19b63774688647fb9:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:5166717b91e5e96a4aaa480ad10d44fe:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:4f99160cf65dc9e25cb7a99e04e8688c:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:88b675642d3f41ce5b3138541809b6c2:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:14095b6ea15f4cf496d00faf9966928f:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:3d9e9e2b76514d5c75279c270668d433:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:c02613736e8c4d6b36f116d112e3bc86:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:97737556c394b3e18ce3e6b9f9eabdbb:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:070dbd16a014f434e820abb15c786eec:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:450866a5ce65fe94b2759f65a7155752:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:cbddc41e8b7411878164fba2271610d3:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:912b64cf4b82c40b539fa462d3e84f8b:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:373522a185b9e37e578d6c47137ca214:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:4c821003029531e3aae8461f9233444d:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:648fd83e744d6574fcf84bfe5744febf:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:e12e32729e391a93597d4c7e2b63f99e:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:d2e26ecbb24fb977985f8eac645afddb:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:6383289a5759f26a092647fa55a3a4c6:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:117ef49f8265ae4b19fcd297c012ece4:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:8c26fbff2d3e8667542610aed07c901f:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:3965d777f70e043a1b494847f2d4ea0a:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:9e746b3be3caeb4bbdd5be0c60d9a086:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:e8dd28ce7eb625843cd6d471fa5de66d:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:5c1ab8399b08759c278e2128316319f4:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:66dbe6665f579870b846c238050483f6:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:13f69a0d0628a12b06c497e3cf57e0c2:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:5d9282f0cb8850175acab6e07f0716da:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:08687c396180e95e1e1bdee2702b73eb:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:a3c732f232ac732ff23c1d4b3d2caff5:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:e78bf9a76368d6c5284f5f7bbd1efc87:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:779a260fbd28c6c5d956bc7d9588db89:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:2dbd0b3bcce895af1d6a589162c0e985:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:131cfc71be48c87b8e807f505c0ee87e:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:7a3f3e8a3ad72fcfcc5ff5df1847ba42:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:d07b20fe37b03c55b8aeade4cbdd82ed:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:9ac434a13126a459f647dcc71fc26b53:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:d747a654061e5abcb215f13dbe104bf5:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:0f842bac1810fe5262c7a8aa4d5cde6b:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:8271ce90baa00f515d54574c0a278cde:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:5739b440eb97db04781ccbe77c94c88f:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:1aa8074ed9e9c0e067ffe4e8549ba980:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:0e77ccd90b21bb0340cc9744f8cd7293:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
fever:bdf2025762f2bce2364cfbd7c44b5153:fragile_mixed,fever_fragile_mixed,false,,,,,,,,
