audit_id,dataset,auditor_id,label_semantic,label_answerable,failure_type,confidence,notes
v4_paper1000_mixed_blind1000-00872,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00873,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00874,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00875,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00876,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00877,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00878,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00879,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00880,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00881,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00882,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00883,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00884,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00885,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00886,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00887,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00888,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00889,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00890,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00891,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00892,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00893,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00894,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00895,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00896,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00897,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00898,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00899,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00900,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00901,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00902,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00903,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00904,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00905,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00906,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00907,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00908,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00909,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00910,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00911,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00912,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00913,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00914,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00915,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00916,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00917,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00918,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00919,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00920,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00921,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00922,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00923,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00924,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00925,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00926,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00927,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00928,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00929,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00930,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00931,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00932,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00933,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00934,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00935,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00936,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00937,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00938,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00939,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00940,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00941,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00942,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00943,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00944,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00945,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00946,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00947,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00948,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00949,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00950,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00951,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00952,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00953,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00954,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00955,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00956,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00957,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00958,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00959,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00960,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00961,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00962,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00963,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00964,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00965,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00966,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00967,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00968,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00969,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00970,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00971,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00972,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00973,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00974,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00975,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00976,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00977,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00978,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00979,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00980,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00981,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00982,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00983,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00984,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00985,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00986,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00987,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00988,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00989,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00990,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00991,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00992,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00993,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00994,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00995,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00996,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00997,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00998,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00999,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-01000,hotpot_qa/distractor,auditor2,,,,,
