audit_id,dataset,auditor_id,label_semantic,label_answerable,failure_type,confidence,notes
v4_paper1000_mixed_blind1000-00026,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00027,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00028,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00029,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00030,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00031,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00032,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00033,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00034,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00035,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00036,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00037,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00038,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00039,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00040,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00041,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00042,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00043,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00044,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00045,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00046,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00047,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00048,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00049,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00050,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00051,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00052,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00053,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00054,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00055,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00056,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00057,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00058,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00059,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00060,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00061,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00062,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00063,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00064,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00065,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00066,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00067,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00068,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00069,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00070,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00071,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00072,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00073,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00074,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00075,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00076,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00077,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00078,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00079,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00080,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00081,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00082,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00083,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00084,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00085,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00086,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00087,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00088,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00089,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00090,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00091,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00092,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00093,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00094,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00095,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00096,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00097,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00098,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00099,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00100,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00101,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00102,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00103,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00104,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00105,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00106,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00107,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00108,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00109,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00110,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00111,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00112,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00113,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00114,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00115,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00116,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00117,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00118,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00119,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00120,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00121,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00122,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00123,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00124,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00125,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00126,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00127,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00128,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00129,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00130,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00131,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00132,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00133,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00134,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00135,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00136,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00137,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00138,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00139,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00140,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00141,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00142,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00143,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00144,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00145,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00146,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00147,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00148,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00149,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00150,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00151,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00152,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00153,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00154,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00155,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00156,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00157,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00158,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00159,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00160,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00161,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00162,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00163,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00164,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00165,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00166,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00167,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00168,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00169,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00170,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00171,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00172,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00173,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00174,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00175,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00176,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00177,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00178,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00179,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00180,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00181,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00182,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00183,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00184,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00185,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00186,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00187,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00188,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00189,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00190,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00191,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00192,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00193,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00194,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00195,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00196,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00197,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00198,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00199,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00200,copenlu/fever_gold_evidence,auditor1,,,,,
