audit_id,dataset,auditor_id,label_semantic,label_answerable,failure_type,confidence,notes
v4_paper1000_mixed_blind1000-00466,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00467,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00468,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00469,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00470,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00471,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00472,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00473,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00474,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00475,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00476,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00477,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00478,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00479,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00480,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00481,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00482,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00483,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00484,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00485,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00486,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00487,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00488,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00489,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00490,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00491,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00492,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00493,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00494,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00495,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00496,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00497,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00498,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00499,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00500,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00501,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00502,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00503,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00504,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00505,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00506,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00507,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00508,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00509,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00510,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00511,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00512,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00513,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00514,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00515,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00516,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00517,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00518,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00519,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00520,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00521,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00522,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00523,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00524,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00525,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00526,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00527,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00528,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00529,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00530,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00531,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00532,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00533,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00534,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00535,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00536,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00537,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00538,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00539,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00540,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00541,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00542,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00543,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00544,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00545,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00546,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00547,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00548,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00549,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00550,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00551,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00552,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00553,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00554,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00555,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00556,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00557,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00558,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00559,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00560,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00561,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00562,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00563,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00564,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00565,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00566,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00567,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00568,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00569,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00570,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00571,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00572,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00573,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00574,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00575,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00576,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00577,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00578,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00579,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00580,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00581,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00582,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00583,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00584,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00585,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00586,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00587,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00588,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00589,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00590,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00591,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00592,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00593,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00594,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00595,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00596,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00597,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00598,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00599,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00600,hotpot_qa/distractor,auditor2,,,,,
