audit_id,dataset,auditor_id,label_semantic,label_answerable,failure_type,confidence,notes
v4_paper1000_mixed_blind1000-00223,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00224,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00225,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00226,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00227,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00228,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00229,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00230,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00231,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00232,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00233,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00234,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00235,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00236,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00237,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00238,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00239,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00240,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00241,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00242,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00243,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00244,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00245,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00246,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00247,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00248,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00249,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00250,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00251,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00252,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00253,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00254,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00255,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00256,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00257,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00258,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00259,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00260,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00261,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00262,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00263,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00264,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00265,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00266,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00267,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00268,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00269,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00270,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00271,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00272,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00273,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00274,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00275,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00276,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00277,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00278,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00279,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00280,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00281,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00282,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00283,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00284,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00285,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00286,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00287,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00288,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00289,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00290,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00291,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00292,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00293,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00294,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00295,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00296,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00297,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00298,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00299,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00300,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00301,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00302,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00303,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00304,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00305,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00306,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00307,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00308,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00309,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00310,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00311,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00312,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00313,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00314,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00315,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00316,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00317,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00318,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00319,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00320,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00321,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00322,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00323,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00324,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00325,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00326,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00327,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00328,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00329,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00330,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00331,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00332,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00333,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00334,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00335,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00336,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00337,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00338,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00339,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00340,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00341,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00342,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00343,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00344,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00345,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00346,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00347,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00348,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00349,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00350,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00351,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00352,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00353,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00354,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00355,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00356,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00357,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00358,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00359,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00360,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00361,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00362,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00363,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00364,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00365,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00366,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00367,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00368,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00369,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00370,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00371,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00372,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00373,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00374,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00375,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00376,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00377,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00378,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00379,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00380,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00381,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00382,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00383,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00384,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00385,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00386,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00387,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00388,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00389,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00390,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00391,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00392,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00393,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00394,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00395,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00396,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00397,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00398,hotpot_qa/distractor,auditor1,,,,,
v4_paper1000_mixed_blind1000-00399,copenlu/fever_gold_evidence,auditor1,,,,,
v4_paper1000_mixed_blind1000-00400,copenlu/fever_gold_evidence,auditor1,,,,,
