audit_id,auditor_labels,adjudicated_label_semantic,adjudicated_label_answerable,adjudication_notes
v4_paper1000_mixed_blind1000-00001,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00126,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00127,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00128,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00129,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00130,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00131,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00132,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00133,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00134,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00135,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00136,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00137,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00138,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00139,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00140,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00141,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00142,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00143,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00144,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00145,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00146,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00147,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00148,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00149,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00150,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00151,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00152,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00153,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00154,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00155,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00156,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00157,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00158,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00159,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00160,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00161,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00162,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00163,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00164,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00165,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00166,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00167,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00168,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00169,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00170,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00171,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00172,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00173,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00174,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00175,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00176,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00177,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00178,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00179,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00180,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00181,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00182,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00183,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00184,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00185,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00186,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00187,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00188,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00189,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00190,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00191,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00192,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00193,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00194,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00195,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00196,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00197,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00198,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00199,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00200,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00201,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00202,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00203,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00204,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00205,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00206,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00207,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00208,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00209,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00210,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00211,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00212,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00213,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00214,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00215,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00216,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00217,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00218,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00219,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00220,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00221,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00222,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00223,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00224,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00225,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00226,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00227,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00228,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00229,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00230,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00231,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00232,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00233,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00234,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00235,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00236,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00237,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00238,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00239,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00240,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00241,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00242,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00243,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00244,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00245,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00246,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00247,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00248,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00249,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00250,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00251,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00252,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00253,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00254,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00255,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00256,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00257,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00258,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00259,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00260,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00261,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00262,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00263,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00264,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00265,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00266,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00267,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00268,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00269,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00270,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00271,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00272,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00273,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00274,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00275,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00276,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00277,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00278,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00279,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00280,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00281,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00282,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00283,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00284,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00285,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00286,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00287,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00288,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00289,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00290,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00291,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00292,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00293,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00294,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00295,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00296,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00297,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00298,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00299,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00300,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00301,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00302,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00303,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00304,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00305,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00306,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00307,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00308,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00309,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00310,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00311,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00312,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00313,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00314,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00315,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00316,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00317,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00318,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00319,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00320,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00321,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00322,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00323,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00324,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00325,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00326,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00327,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00328,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00329,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00330,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00331,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00332,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00333,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00334,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00335,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00336,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00337,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00338,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00339,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00340,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00341,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00342,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00343,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00344,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00345,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00346,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00347,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00348,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00349,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00350,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00351,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00352,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00353,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00354,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00355,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00356,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00357,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00358,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00359,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00360,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00361,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00362,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00363,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00364,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00365,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00366,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00367,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00368,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00369,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00370,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00371,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00372,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00373,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00374,auditor1=:; auditor2=:,,,
v4_paper1000_mixed_blind1000-00375,auditor1=:; auditor2=:,,,
