audit_id,dataset,auditor_id,label_semantic,label_answerable,failure_type,confidence,notes
hpsem-00103,hotpot_qa/distractor,auditor1,,,,,
hpsem-00104,hotpot_qa/distractor,auditor1,,,,,
hpsem-00105,hotpot_qa/distractor,auditor1,,,,,
hpsem-00106,hotpot_qa/distractor,auditor1,,,,,
hpsem-00107,hotpot_qa/distractor,auditor1,,,,,
hpsem-00108,hotpot_qa/distractor,auditor1,,,,,
hpsem-00109,hotpot_qa/distractor,auditor1,,,,,
hpsem-00110,hotpot_qa/distractor,auditor1,,,,,
hpsem-00111,hotpot_qa/distractor,auditor1,,,,,
hpsem-00112,hotpot_qa/distractor,auditor1,,,,,
hpsem-00113,hotpot_qa/distractor,auditor1,,,,,
hpsem-00114,hotpot_qa/distractor,auditor1,,,,,
hpsem-00115,hotpot_qa/distractor,auditor1,,,,,
hpsem-00116,hotpot_qa/distractor,auditor1,,,,,
hpsem-00117,hotpot_qa/distractor,auditor1,,,,,
hpsem-00118,hotpot_qa/distractor,auditor1,,,,,
hpsem-00119,hotpot_qa/distractor,auditor1,,,,,
hpsem-00120,hotpot_qa/distractor,auditor1,,,,,
hpsem-00121,hotpot_qa/distractor,auditor1,,,,,
hpsem-00122,hotpot_qa/distractor,auditor1,,,,,
hpsem-00123,hotpot_qa/distractor,auditor1,,,,,
hpsem-00124,hotpot_qa/distractor,auditor1,,,,,
hpsem-00125,hotpot_qa/distractor,auditor1,,,,,
hpsem-00126,hotpot_qa/distractor,auditor1,,,,,
hpsem-00127,hotpot_qa/distractor,auditor1,,,,,
hpsem-00128,hotpot_qa/distractor,auditor1,,,,,
hpsem-00129,hotpot_qa/distractor,auditor1,,,,,
hpsem-00130,hotpot_qa/distractor,auditor1,,,,,
hpsem-00131,hotpot_qa/distractor,auditor1,,,,,
hpsem-00132,hotpot_qa/distractor,auditor1,,,,,
hpsem-00133,hotpot_qa/distractor,auditor1,,,,,
hpsem-00134,hotpot_qa/distractor,auditor1,,,,,
hpsem-00135,hotpot_qa/distractor,auditor1,,,,,
hpsem-00136,hotpot_qa/distractor,auditor1,,,,,
hpsem-00137,hotpot_qa/distractor,auditor1,,,,,
hpsem-00138,hotpot_qa/distractor,auditor1,,,,,
hpsem-00139,hotpot_qa/distractor,auditor1,,,,,
hpsem-00140,hotpot_qa/distractor,auditor1,,,,,
hpsem-00141,hotpot_qa/distractor,auditor1,,,,,
hpsem-00142,hotpot_qa/distractor,auditor1,,,,,
hpsem-00143,hotpot_qa/distractor,auditor1,,,,,
hpsem-00144,hotpot_qa/distractor,auditor1,,,,,
hpsem-00145,hotpot_qa/distractor,auditor1,,,,,
hpsem-00146,hotpot_qa/distractor,auditor1,,,,,
hpsem-00147,hotpot_qa/distractor,auditor1,,,,,
hpsem-00148,hotpot_qa/distractor,auditor1,,,,,
hpsem-00149,hotpot_qa/distractor,auditor1,,,,,
hpsem-00150,hotpot_qa/distractor,auditor1,,,,,
hpsem-00151,hotpot_qa/distractor,auditor1,,,,,
hpsem-00152,hotpot_qa/distractor,auditor1,,,,,
hpsem-00153,hotpot_qa/distractor,auditor1,,,,,
hpsem-00154,hotpot_qa/distractor,auditor1,,,,,
hpsem-00155,hotpot_qa/distractor,auditor1,,,,,
hpsem-00156,hotpot_qa/distractor,auditor1,,,,,
hpsem-00157,hotpot_qa/distractor,auditor1,,,,,
hpsem-00158,hotpot_qa/distractor,auditor1,,,,,
hpsem-00159,hotpot_qa/distractor,auditor1,,,,,
hpsem-00160,hotpot_qa/distractor,auditor1,,,,,
hpsem-00161,hotpot_qa/distractor,auditor1,,,,,
hpsem-00162,hotpot_qa/distractor,auditor1,,,,,
hpsem-00163,hotpot_qa/distractor,auditor1,,,,,
hpsem-00164,hotpot_qa/distractor,auditor1,,,,,
hpsem-00165,hotpot_qa/distractor,auditor1,,,,,
hpsem-00166,hotpot_qa/distractor,auditor1,,,,,
hpsem-00167,hotpot_qa/distractor,auditor1,,,,,
hpsem-00168,hotpot_qa/distractor,auditor1,,,,,
hpsem-00169,hotpot_qa/distractor,auditor1,,,,,
hpsem-00170,hotpot_qa/distractor,auditor1,,,,,
hpsem-00171,hotpot_qa/distractor,auditor1,,,,,
hpsem-00172,hotpot_qa/distractor,auditor1,,,,,
hpsem-00173,hotpot_qa/distractor,auditor1,,,,,
hpsem-00174,hotpot_qa/distractor,auditor1,,,,,
hpsem-00175,hotpot_qa/distractor,auditor1,,,,,
hpsem-00176,hotpot_qa/distractor,auditor1,,,,,
hpsem-00177,hotpot_qa/distractor,auditor1,,,,,
hpsem-00178,hotpot_qa/distractor,auditor1,,,,,
hpsem-00179,hotpot_qa/distractor,auditor1,,,,,
hpsem-00180,hotpot_qa/distractor,auditor1,,,,,
hpsem-00181,hotpot_qa/distractor,auditor1,,,,,
hpsem-00182,hotpot_qa/distractor,auditor1,,,,,
hpsem-00183,hotpot_qa/distractor,auditor1,,,,,
hpsem-00184,hotpot_qa/distractor,auditor1,,,,,
hpsem-00185,hotpot_qa/distractor,auditor1,,,,,
hpsem-00186,hotpot_qa/distractor,auditor1,,,,,
hpsem-00187,hotpot_qa/distractor,auditor1,,,,,
hpsem-00188,hotpot_qa/distractor,auditor1,,,,,
hpsem-00189,hotpot_qa/distractor,auditor1,,,,,
hpsem-00190,hotpot_qa/distractor,auditor1,,,,,
hpsem-00191,hotpot_qa/distractor,auditor1,,,,,
hpsem-00192,hotpot_qa/distractor,auditor1,,,,,
hpsem-00193,hotpot_qa/distractor,auditor1,,,,,
hpsem-00194,hotpot_qa/distractor,auditor1,,,,,
hpsem-00195,hotpot_qa/distractor,auditor1,,,,,
hpsem-00196,hotpot_qa/distractor,auditor1,,,,,
hpsem-00197,hotpot_qa/distractor,auditor1,,,,,
hpsem-00198,hotpot_qa/distractor,auditor1,,,,,
hpsem-00199,hotpot_qa/distractor,auditor1,,,,,
hpsem-00200,hotpot_qa/distractor,auditor1,,,,,
